season,field_code,ice_season_length
2019,LT029,78
2019,LT029,0
2019,LT030,7
2019,LV023,1
2019,LV024,0
2019,LV024,0
2019,LV024,82
2019,LV025,0
2019,LV025,7
2019,LV025,10
2019,LV025,0
2019,LV025,39
2019,LV025,0
2019,LV025,85
2019,LV026,105
2019,LV026,0
2019,LV026,80
2019,LV027,116
2019,LV027,0
2019,LV027,92
2019,LV028,71
2019,LV028,0
2019,LV029,43
2019,LX021,16
2019,LX022,64
2019,LX022,0
2019,LX023,23
2019,LX023,32
2019,LX023,78
2019,LX023,12
2019,LX023,0
2019,LX023,74
2019,LX024,0
2019,LX024,73
2019,LX024,72
2019,LX024,94
2019,LX024,38
2019,LX024,0
2019,LX024,63
2019,LX024,29
2019,LX024,110
2019,LX025,75
2019,LX025,58
2019,LX025,0
2019,LX025,38
2019,LX025,106
2019,LX026,49
2019,LX026,34
2019,LX026,113
2019,LX026,0
2019,LX026,88
2019,LX027,107
2019,LX027,0
2019,LX027,106
2019,LX027,76
2019,LX028,71
2019,LX028,31
2019,LX028,74
2019,LX028,0
2019,LX028,42
2019,LX029,53
2019,LX029,0
2019,LZ018,0
2019,LZ020,3
2019,LZ020,0
2019,LZ021,33
2019,LZ021,0
2019,LZ021,0
2019,LZ022,52
2019,LZ022,19
2019,LZ022,36
2019,LZ023,0
2019,LZ023,59
2019,LZ023,38
2019,LZ023,47
2019,LZ024,0
2019,LZ024,98
2019,LZ024,0
2019,LZ024,89
2019,LZ025,0
2019,LZ025,0
2019,LZ025,100
2019,LZ025,7
2019,LZ025,92
2019,LZ026,91
2019,LZ026,26
2019,LZ026,82
2019,LZ026,127
2019,LZ026,0
2019,LZ026,57
2019,LZ027,0
2019,LZ027,118
2019,LZ027,9
2019,LZ027,8
2019,LZ027,39
2019,LZ028,15
2019,LZ028,113
2019,LZ028,16
2019,LZ029,0
2019,LZ029,8
2019,LZ029,104
2019,LZ029,0
2019,MA022,0
2019,MA023,13
2019,MA023,6
2019,MA024,1
2019,MA024,52
2019,MA024,107
2019,MA024,0
2019,MA025,10
2019,MA025,112
2019,MA025,28
2019,MA026,6
2019,MA026,119
2019,MA026,0
2019,MA026,19
2019,MA027,0
2019,MA027,117
2019,MA027,7
2019,MA028,12
2019,MB023,9
2019,MB023,42
2019,MB024,9
2019,MB024,109
2019,MB025,60
2019,MB025,117
2019,MB025,5
2019,MB026,24
2019,MB026,115
2019,MB026,18
2019,MB027,26
2019,MB028,8
2019,MB028,105
2019,MD019,0
2019,MD022,0
2019,MD023,23
2019,MD024,73
2019,MD025,0
2019,MD027,0
2019,MG021,0
2019,MG021,6
2019,MG021,44
2019,MG022,2
2019,MG022,1
2019,MM011,58
2019,MM011,91
2019,MM011,94
2019,MT007,13
2019,MT008,31
2019,MT010,20
2019,MT010,39
2019,MV008,0
2019,MV010,59
2019,MV011,23
2019,MV012,13
2019,MX008,69
2019,MX009,87
2019,MX009,20
2019,MX009,55
2019,MX010,0
2019,MX010,72
2019,MZ008,102
2019,MZ008,79
2019,MZ008,107
2019,MZ009,111
2019,MZ009,57
2019,MZ009,6
2019,MZ009,109
2019,MZ009,0
2019,MZ010,91
2019,MZ010,79
2019,MZ010,14
2019,MZ011,0
2019,NA008,14
2019,NA008,111
2019,NA008,12
2019,NA009,3
2019,NA009,59
2019,NA009,0
2019,NB007,0
2019,NB008,26
2019,NB008,86
2019,NB009,6
2019,NB009,0
2019,ND007,19
2019,ND007,11
2019,ND007,123
2019,ND007,0
2019,ND008,46
2019,ND008,14
2019,ND008,31
2019,ND008,26
2019,ND008,101
2019,ND010,0
2019,NG007,91
2019,NH003,0
2019,NH004,97
2019,NH005,0
2019,NH005,46
2019,NH006,19
2019,NH006,75
2019,NH007,0
2019,NH007,49
2019,NM002,96
2019,NM002,16
2019,NM003,42
2019,NM003,125
2019,NM003,60
2019,NM003,20
2019,NM004,104
2019,NM004,14
2019,NM006,122
2019,NM007,123
2019,NN002,0
2019,NN002,121
2019,NN002,30
2019,NN002,33
2019,NN003,89
2019,NN003,125
2019,NN003,52
2019,NN003,0
2019,NN004,41
2019,NN004,125
2019,NN004,0
2019,NN004,6
2019,NN004,0
2019,NN005,0
2019,NN005,123
2019,NN005,110
2019,NN006,125
2019,NN007,110
2019,NP003,0
2019,NP003,14
2019,NP003,91
2019,NP004,94
2019,NP004,27
2019,PR392,0
2019,PR395,35
2019,PR396,118
2019,PR397,113
2019,PS392,13
2019,PS394,36
2019,PS395,185
2019,PS395,151
2019,PS395,41
2019,PS395,156
2019,PS396,101
2019,PS397,0
2019,PS399,14
2019,PS399,22
2019,PS401,0
2019,PS405,35
2019,PT398,69
2019,PT398,16
2019,PT405,59
2019,PT405,101
2019,PT405,20
2019,PT406,6
2019,PT406,115
2019,PT407,0
2020,HF035,0
2020,KT018,0
2020,LG029,0
2020,LG030,76
2020,LG030,38
2020,LG031,88
2020,LG031,9
2020,LG032,93
2020,LN026,0
2020,LN027,32
2020,LN028,0
2020,LN028,121
2020,LN028,0
2020,LN029,0
2020,LN029,0
2020,LN029,0
2020,LP026,0
2020,LP027,0
2020,LP028,73
2020,LP028,48
2020,LS029,0
2020,LT025,0
2020,LT026,0
2020,LT026,0
2020,LT026,10
2020,LT027,87
2020,LT027,16
2020,LT027,28
2020,LT027,32
2020,LT028,115
2020,LT028,17
2020,LT028,32
2020,LT029,76
2020,LV024,23
2020,LV024,23
2020,LV025,72
2020,LV025,21
2020,LV025,23
2020,LV026,47
2020,LV026,3
2020,LV026,30
2020,LV026,0
2020,LV026,35
2020,LV027,91
2020,LV027,20
2020,LV027,0
2020,LV027,0
2020,LV027,12
2020,LV028,48
2020,LV028,0
2020,LV028,0
2020,LV028,0
2020,LV029,12
2020,LV029,0
2020,LX023,10
2020,LX023,1
2020,LX024,32
2020,LX024,41
2020,LX024,0
2020,LX024,0
2020,LX024,0
2020,LX024,87
2020,LX025,14
2020,LX025,0
2020,LX026,13
2020,LX026,38
2020,LX026,50
2020,LX026,0
2020,LX026,0
2020,LX026,0
2020,LX027,73
2020,LX027,69
2020,LX027,33
2020,LX028,71
2020,LX028,10
2020,LX028,11
2020,LX028,24
2020,LX028,16
2020,LX028,6
2020,LX029,0
2020,LZ021,3
2020,LZ021,0
2020,LZ025,0
2020,LZ025,65
2020,LZ026,7
2020,LZ026,5
2020,LZ026,80
2020,LZ026,97
2020,LZ026,13
2020,LZ027,99
2020,LZ027,61
2020,LZ028,76
2020,LZ028,19
2020,LZ029,0
2020,MA024,7
2020,MA024,65
2020,MA024,65
2020,MA025,18
2020,MA025,0
2020,MA025,65
2020,MA025,0
2020,MA026,0
2020,MA026,81
2020,MA026,42
2020,MA026,17
2020,MA027,0
2020,MA028,0
2020,MA028,58
2020,MA028,14
2020,MB024,54
2020,MB025,0
2020,MB025,83
2020,MB025,29
2020,MB026,7
2020,MB026,78
2020,MB026,44
2020,MB027,12
2020,MB028,68
2020,MB028,1
2020,MM010,0
2020,MM011,66
2020,MM011,94
2020,MM012,2
2020,MT008,61
2020,MT009,1
2020,MT010,44
2020,MT010,64
2020,MV010,88
2020,MV010,0
2020,MV011,26
2020,MV012,31
2020,MV013,16
2020,MX008,1
2020,MX009,109
2020,MX009,26
2020,MX009,65
2020,MX009,96
2020,MX010,60
2020,MZ007,43
2020,MZ008,119
2020,MZ008,89
2020,MZ008,77
2020,MZ008,27
2020,MZ009,114
2020,MZ009,106
2020,MZ010,116
2020,MZ010,42
2020,MZ010,86
2020,MZ011,68
2020,NA007,0
2020,NA008,7
2020,NA008,95
2020,NA009,34
2020,NA009,1
2020,NB007,17
2020,NB008,65
2020,ND007,77
2020,ND007,13
2020,ND007,37
2020,ND008,51
2020,ND008,87
2020,ND008,11
2020,ND009,0
2020,ND009,11
2020,ND009,14
2020,ND010,19
2020,NG005,0
2020,NG005,0
2020,NG006,0
2020,NG007,53
2020,NG007,127
2020,NH001,0
2020,NH004,48
2020,NH004,28
2020,NH004,83
2020,NH005,48
2020,NH005,88
2020,NH006,37
2020,NH006,53
2020,NH006,125
2020,NH007,10
2020,NH007,21
2020,NH007,126
2020,NK005,0
2020,NM003,0
2020,NM003,161
2020,NM004,108
2020,NM005,0
2020,NM006,2
2020,NM006,117
2020,NM006,5
2020,NM007,1
2020,NN001,0
2020,NN002,136
2020,NN003,137
2020,NN003,7
2020,NN004,161
2020,NN005,7
2020,NN005,158
2020,NN005,0
2020,NN006,8
2020,NN006,130
2020,NN006,16
2020,NN007,91
2020,NP002,0
2020,NP003,133
2020,NP003,5
2020,NP004,99
2020,NP005,60
2020,PR396,0
2020,PR397,22
2020,PS394,0
2020,PS395,156
2020,PS395,32
2020,PS396,68
2020,PS397,27
2020,PS398,0
2020,PS398,0
2020,PS399,0
2020,PS399,0
2020,PS406,8
2020,PS406,0
2020,PT405,0
2020,PT405,0
2020,PT406,77
2020,PT406,126
2020,PT406,16
2020,PT407,77
2020,PT407,81
2020,PT407,7
2021,KH021,38
2021,KV019,38
2021,LB022,0
2021,LB023,34
2021,LD001,0
2021,LD021,0
2021,LD022,32
2021,LD023,42
2021,LD024,40
2021,LE020,0
2021,LE022,0
2021,LF028,0
2021,LG030,109
2021,LG030,17
2021,LG031,66
2021,LG032,0
2021,LH018,5
2021,LH019,6
2021,LN027,29
2021,LN028,46
2021,LP027,52
2021,LP028,4
2021,LP028,1
2021,LP028,48
2021,LP028,0
2021,LP029,0
2021,LR022,0
2021,LT026,0
2021,LT027,84
2021,LT027,5
2021,LT027,0
2021,LT028,87
2021,LT028,11
2021,LT028,36
2021,LT029,21
2021,LT029,5
2021,LV023,40
2021,LV024,2
2021,LV024,5
2021,LV024,6
2021,LV024,35
2021,LV025,44
2021,LV025,52
2021,LV025,0
2021,LV025,15
2021,LV025,71
2021,LV026,49
2021,LV026,19
2021,LV026,14
2021,LV026,0
2021,LV026,21
2021,LV027,87
2021,LV027,33
2021,LV027,30
2021,LV027,0
2021,LV028,72
2021,LV028,18
2021,LX022,15
2021,LX023,0
2021,LX023,82
2021,LX023,54
2021,LX024,49
2021,LX024,24
2021,LX024,14
2021,LX024,39
2021,LX024,85
2021,LX024,76
2021,LX024,6
2021,LX024,14
2021,LX024,101
2021,LX025,39
2021,LX025,15
2021,LX025,42
2021,LX025,62
2021,LX025,0
2021,LX025,82
2021,LX026,0
2021,LX026,103
2021,LX026,0
2021,LX026,63
2021,LX027,76
2021,LX027,0
2021,LX027,7
2021,LX027,89
2021,LX027,0
2021,LX027,25
2021,LX028,53
2021,LX028,13
2021,LX028,36
2021,LX028,23
2021,LX029,25
2021,LZ019,0
2021,LZ023,46
2021,LZ024,14
2021,LZ024,0
2021,LZ024,82
2021,LZ024,42
2021,LZ024,67
2021,LZ025,86
2021,LZ025,1
2021,LZ025,70
2021,LZ026,18
2021,LZ026,0
2021,LZ026,5
2021,LZ026,133
2021,LZ026,11
2021,LZ026,6
2021,LZ026,37
2021,LZ027,0
2021,LZ027,0
2021,LZ027,117
2021,LZ027,0
2021,LZ027,1
2021,LZ028,4
2021,LZ028,0
2021,LZ028,24
2021,LZ028,88
2021,LZ028,0
2021,LZ029,0
2021,LZ029,75
2021,LZ029,0
2021,MA024,2
2021,MA024,4
2021,MA024,9
2021,MA024,88
2021,MA024,48
2021,MA025,6
2021,MA025,70
2021,MA025,0
2021,MA026,22
2021,MA026,109
2021,MA026,64
2021,MA026,81
2021,MA027,1
2021,MA027,0
2021,MA027,97
2021,MA027,0
2021,MA028,13
2021,MA028,0
2021,MB023,0
2021,MB024,23
2021,MB024,6
2021,MB024,90
2021,MB024,10
2021,MB025,24
2021,MB025,0
2021,MB025,102
2021,MB025,0
2021,MB026,1
2021,MB026,101
2021,MB026,83
2021,MB027,55
2021,MB027,17
2021,MB028,0
2021,MB028,77
2021,ML010,27
2021,ML011,15
2021,MM010,93
2021,MM011,105
2021,MM012,172
2021,MN011,0
2021,MN011,13
2021,MN013,22
2021,MT007,13
2021,MT007,0
2021,MT008,35
2021,MT009,0
2021,MT010,79
2021,MV007,0
2021,MV010,78
2021,MV011,52
2021,MV012,66
2021,MV013,3
2021,MX007,40
2021,MX008,84
2021,MX008,0
2021,MX009,115
2021,MX009,82
2021,MX009,109
2021,MX009,18
2021,MX009,0
2021,MZ007,40
2021,MZ008,123
2021,MZ008,124
2021,MZ008,21
2021,MZ008,92
2021,MZ008,7
2021,MZ008,71
2021,MZ009,132
2021,MZ009,123
2021,MZ009,49
2021,MZ009,0
2021,MZ010,84
2021,MZ010,104
2021,MZ010,8
2021,MZ011,2
2021,MZ011,39
2021,NA006,0
2021,NA007,31
2021,NA008,0
2021,NA008,86
2021,NA009,70
2021,NA009,0
2021,NB007,71
2021,NB007,0
2021,NB008,0
2021,NB008,0
2021,NB008,14
2021,NB008,84
2021,NB008,0
2021,NB009,0
2021,ND007,5
2021,ND007,119
2021,ND007,0
2021,ND007,35
2021,ND007,40
2021,ND008,5
2021,ND008,113
2021,ND008,17
2021,ND008,120
2021,ND009,0
2021,ND009,30
2021,ND009,32
2021,ND010,0
2021,NG006,0
2021,NG006,14
2021,NG007,0
2021,NG007,2
2021,NG007,53
2021,NG007,115
2021,NH004,104
2021,NH005,13
2021,NH005,42
2021,NH006,32
2021,NH006,0
2021,NH006,0
2021,NH006,133
2021,NH007,10
2021,NH007,129
2021,NL001,0
2021,NL006,0
2021,NM001,0
2021,NM002,92
2021,NM003,0
2021,NM003,127
2021,NM003,0
2021,NM004,85
2021,NM005,61
2021,NM006,62
2021,NM007,70
2021,NN001,63
2021,NN001,14
2021,NN002,78
2021,NN003,119
2021,NN004,117
2021,NN005,92
2021,NN006,109
2021,NN006,7
2021,NN007,64
2021,NP001,42
2021,NP003,57
2021,NP004,45
2021,PR390,0
2021,PR396,31
2021,PR397,94
2021,PR397,0
2021,PR398,98
2021,PS394,42
2021,PS395,199
2021,PS395,10
2021,PS396,120
2021,PS397,150
2021,PS404,0
2021,PS405,21
2021,PS406,0
2021,PS406,0
2021,PT397,0
2021,PT398,46
2021,PT400,0
2021,PT404,17
2021,PT405,131
2021,PT405,106
2021,PT406,135
2021,PT406,93
2021,PT406,0
2021,PT407,120
2021,PT407,157
2022,KH021,7
2022,KT025,0
2022,KV021,0
2022,LA023,34
2022,LA024,0
2022,LA025,16
2022,LB023,5
2022,LB023,17
2022,LB023,0
2022,LB024,0
2022,LB025,36
2022,LB026,0
2022,LD023,0
2022,LD028,34
2022,LG028,3
2022,LG029,9
2022,LG030,86
2022,LG031,53
2022,LH028,0
2022,LH028,35
2022,LN025,3
2022,LN027,75
2022,LN027,11
2022,LN028,65
2022,LN028,2
2022,LP024,1
2022,LP027,65
2022,LP027,67
2022,LP028,71
2022,LP028,2
2022,LT025,0
2022,LT026,16
2022,LT026,94
2022,LT026,4
2022,LT026,76
2022,LT027,119
2022,LT027,31
2022,LT027,51
2022,LT028,119
2022,LT028,22
2022,LT028,65
2022,LT028,21
2022,LT029,112
2022,LT029,13
2022,LT030,0
2022,LV024,10
2022,LV024,0
2022,LV024,81
2022,LV025,0
2022,LV025,74
2022,LV025,60
2022,LV025,0
2022,LV025,92
2022,LV026,79
2022,LV026,66
2022,LV026,45
2022,LV026,24
2022,LV027,129
2022,LV027,90
2022,LV027,19
2022,LV027,0
2022,LV027,0
2022,LV028,99
2022,LV028,16
2022,LV028,0
2022,LV028,0
2022,LV028,0
2022,LV029,0
2022,LX022,0
2022,LX023,79
2022,LX023,40
2022,LX024,9
2022,LX024,8
2022,LX024,103
2022,LX024,82
2022,LX024,73
2022,LX024,35
2022,LX024,23
2022,LX024,94
2022,LX025,0
2022,LX025,48
2022,LX025,5
2022,LX025,0
2022,LX025,62
2022,LX026,3
2022,LX026,14
2022,LX026,14
2022,LX026,89
2022,LX026,117
2022,LX026,115
2022,LX027,106
2022,LX027,0
2022,LX027,0
2022,LX027,110
2022,LX027,87
2022,LX028,95
2022,LX028,95
2022,LX028,34
2022,LX028,0
2022,LX028,0
2022,LX028,3
2022,LX029,58
2022,LX029,2
2022,LZ022,2
2022,LZ023,12
2022,LZ024,0
2022,LZ025,94
2022,LZ025,19
2022,LZ026,0
2022,LZ026,135
2022,LZ026,6
2022,LZ026,27
2022,LZ027,115
2022,LZ027,2
2022,LZ027,79
2022,LZ028,108
2022,LZ029,85
2022,MA022,0
2022,MA024,105
2022,MA024,0
2022,MA025,16
2022,MA025,72
2022,MA025,125
2022,MA025,11
2022,MA026,10
2022,MA026,117
2022,MA026,91
2022,MA026,50
2022,MA027,115
2022,MA027,0
2022,MA028,46
2022,MA028,15
2022,MA029,0
2022,MB017,0
2022,MB017,0
2022,MB023,9
2022,MB024,53
2022,MB024,163
2022,MB024,61
2022,MB025,21
2022,MB025,144
2022,MB025,109
2022,MB026,129
2022,MB026,65
2022,MB027,115
2022,MB028,0
2022,MB028,22
2022,MD023,0
2022,ML010,48
2022,ML011,28
2022,MM010,82
2022,MM011,120
2022,MM012,32
2022,MN011,1
2022,MN012,31
2022,MN013,0
2022,MN013,42
2022,MT007,0
2022,MT008,43
2022,MT010,72
2022,MV010,2
2022,MV010,0
2022,MV011,76
2022,MV012,71
2022,MV013,6
2022,MX008,46
2022,MX009,151
2022,MX009,94
2022,MX010,61
2022,MZ006,0
2022,MZ007,25
2022,MZ008,128
2022,MZ008,111
2022,MZ008,94
2022,MZ009,111
2022,MZ009,20
2022,MZ009,137
2022,MZ009,46
2022,MZ010,106
2022,MZ010,55
2022,MZ011,86
2022,MZ011,39
2022,NA005,0
2022,NA007,54
2022,NA008,0
2022,NA008,106
2022,NA009,95
2022,NA009,0
2022,NA010,0
2022,NA011,0
2022,NB007,21
2022,NB007,98
2022,NB008,110
2022,NB009,71
2022,ND007,0
2022,ND007,103
2022,ND007,73
2022,ND007,1
2022,ND008,96
2022,ND008,100
2022,ND009,78
2022,ND009,62
2022,ND009,100
2022,ND010,0
2022,ND010,29
2022,NG001,0
2022,NG005,2
2022,NG006,107
2022,NG006,37
2022,NG007,5
2022,NG007,53
2022,NG007,21
2022,NH004,50
2022,NH004,100
2022,NH005,87
2022,NH006,26
2022,NH006,50
2022,NH007,0
2022,NM001,37
2022,NM003,19
2022,NM003,154
2022,NM004,126
2022,NM005,119
2022,NM006,0
2022,NM006,136
2022,NM007,88
2022,NM008,18
2022,NN001,70
2022,NN001,33
2022,NN001,133
2022,NN002,121
2022,NN003,2
2022,NN003,154
2022,NN004,27
2022,NN004,151
2022,NN005,146
2022,NN006,0
2022,NN006,154
2022,NN007,21
2022,NN007,8
2022,NP001,112
2022,NP002,64
2022,NP003,97
2022,NP004,130
2022,NP005,4
2022,PR396,16
2022,PR396,24
2022,PR396,0
2022,PR396,24
2022,PR397,84
2022,PR397,0
2022,PR397,7
2022,PR405,0
2022,PR406,0
2022,PR406,0
2022,PR406,0
2022,PS395,70
2022,PS395,197
2022,PS395,0
2022,PS396,125
2022,PS397,0
2022,PS400,0
2022,PS402,0
2022,PS405,0
2022,PS405,96
2022,PS406,0
2022,PT397,4
2022,PT398,29
2022,PT400,75
2022,PT404,38
2022,PT404,32
2022,PT404,93
2022,PT405,0
2022,PT405,0
2022,PT405,158
2022,PT406,120
2022,PT406,21
2022,PT406,124
