season,sellers_locality,landing_date,first_or_last,catch_day,amount_in_kg,field_code,latitude,longitude
2019,Kangersuatsiaq,2020-01-29,first,181,95.0,MZ008,73.1875,-56.125
2019,Kangersuatsiaq,2020-05-16,last,289,264.5,NN003,74.6875,-57.375
2019,Kullorsuaq,2020-01-13,first,165,1127.0,NN006,74.6875,-56.625
2019,Kullorsuaq,2020-05-17,last,290,438.0,NN006,74.6875,-56.625
2019,Kullorsuaq,2020-01-13,first,165,198.5,NM003,74.5625,-57.375
2019,Kullorsuaq,2020-05-17,last,290,326.0,NM003,74.5625,-57.375
2019,Kullorsuaq,2020-05-17,last,290,401.0,NN005,74.6875,-56.875
2019,Kullorsuaq,2020-01-13,first,165,128.0,NN004,74.6875,-57.125
2019,Kullorsuaq,2020-05-17,last,290,573.0,NN004,74.6875,-57.125
2019,Kullorsuaq,2020-01-13,first,165,596.5,NN003,74.6875,-57.375
2019,Kullorsuaq,2020-05-17,last,290,1229.5,NN003,74.6875,-57.375
2019,Kullorsuaq,2020-01-13,first,165,156.0,NM007,74.5625,-56.375
2019,Kullorsuaq,2020-01-13,first,165,307.5,NN002,74.6875,-57.625
2019,Naajaat,2020-01-27,first,179,871.5,MZ009,73.1875,-55.875
2019,Naajaat,2020-05-17,last,290,300.0,NN004,74.6875,-57.125
2019,Niaqornat,2020-04-24,last,267,113.5,LX024,70.6875,-52.125
2019,Niaqornat,2020-02-07,first,190,194.5,LX025,70.6875,-51.875
2019,Nutaarmiut,2020-01-20,first,172,119.0,ND007,73.5625,-56.375
2019,Nutaarmiut,2020-05-22,last,295,90.0,ND007,73.5625,-56.375
2019,Nuuk,2020-01-16,first,168,33.5,NA008,73.3125,-56.125
2019,Nuuk,2020-05-17,last,290,300.0,NN004,74.6875,-57.125
2019,Qaanaaq,2019-12-20,first,141,85.5,PS395,77.4375,-69.375
2019,Qaanaaq,2020-06-22,last,326,35.0,PS395,77.4375,-69.375
2019,Qaarsut,2020-01-22,first,174,152.5,MA027,70.9375,-51.375
2019,Qaarsut,2020-05-15,last,288,293.0,MB026,71.0625,-51.625
2019,Qasigiannguit,2020-01-27,first,179,236.5,LX024,70.6875,-52.125
2019,Qasigiannguit,2020-04-10,last,253,346.0,LX026,70.6875,-51.625
2019,Qeqertaq,2020-05-15,last,288,38.5,LZ026,70.8125,-51.625
2019,Qeqertaq,2020-02-03,first,186,125.0,LP028,70.0625,-51.125
2019,Qeqertarsuaq,2020-01-22,first,174,207.0,LZ026,70.8125,-51.625
2019,Qeqertarsuaq,2020-04-13,last,256,556.5,LZ026,70.8125,-51.625
2019,Qeqertat,2020-01-23,first,175,163.0,PS395,77.4375,-69.375
2019,Qeqertat,2020-06-22,last,326,49.5,PS395,77.4375,-69.375
2019,Saattut,2020-01-19,first,171,825.5,LZ026,70.8125,-51.625
2019,Saattut,2020-05-25,last,298,133.0,LZ026,70.8125,-51.625
2019,Saqqaq,2020-04-22,last,265,125.0,LX024,70.6875,-52.125
2019,Saqqaq,2020-02-05,first,188,107.0,LP028,70.0625,-51.125
2019,Savissivik,2020-01-28,first,180,216.5,PS395,77.4375,-69.375
2019,Savissivik,2020-04-02,last,245,107.0,PS399,77.4375,-68.375
2019,Siorapaluk,2020-01-08,first,160,170.0,PS395,77.4375,-69.375
2019,Siorapaluk,2020-06-12,last,316,12.5,PS395,77.4375,-69.375
2019,Ukkusissat,2020-01-23,first,175,194.0,MB026,71.0625,-51.625
2019,Ukkusissat,2020-05-20,last,293,229.0,MB025,71.0625,-51.875
2019,Upernavik,2020-01-10,first,162,67.0,NH004,74.0625,-57.125
2019,Upernavik,2020-05-13,last,286,420.0,NN002,74.6875,-57.625
2019,Upernavik,2020-05-13,last,286,119.0,NB007,73.4375,-56.375
2019,Upernavik Kujalleq,2020-01-15,first,167,36.0,NA008,73.3125,-56.125
2019,Upernavik Kujalleq,2020-05-16,last,289,203.5,NN005,74.6875,-56.875
2019,Uummannaq,2020-01-20,first,172,94.0,LV027,70.5625,-51.375
2019,Uummannaq,2020-01-20,first,172,143.0,LZ026,70.8125,-51.625
2019,Uummannaq,2020-05-14,last,287,269.5,LZ028,70.8125,-51.125
2020,Ikamiut,2020-11-26,first,117,556.0,LN028,69.9375,-51.125
2020,Ikamiut,2020-11-26,last,117,556.0,LN028,69.9375,-51.125
2020,Ikerasak,2021-02-01,first,184,511.0,LV027,70.5625,-51.375
2020,Ikerasak,2021-06-03,last,306,474.0,LT028,70.4375,-51.125
2020,Ilulissat,2020-12-22,first,143,144.0,LG030,69.1875,-50.625
2020,Ilulissat,2021-04-28,last,270,440.06,LG032,69.1875,-50.125
2020,Innaarsuit,2021-05-19,last,291,133.0,MZ008,73.1875,-56.125
2020,Innaarsuit,2021-01-11,first,163,301.5,MZ009,73.1875,-55.875
2020,Kangaatsiaq,2021-01-27,first,179,49.0,LG030,69.1875,-50.625
2020,Kangaatsiaq,2021-03-06,last,217,157.0,LG030,69.1875,-50.625
2020,Kangersuatsiaq,2021-05-21,last,293,139.5,NN005,74.6875,-56.875
2020,Kangersuatsiaq,2021-01-20,first,172,339.5,NH006,74.0625,-56.625
2020,Kitsissuarsuit,2021-06-30,first,333,470.0,LN029,69.9375,-50.875
2020,Kitsissuarsuit,2021-06-30,last,333,470.0,LN029,69.9375,-50.875
2020,Kullorsuaq,2020-12-18,first,139,598.5,NM003,74.5625,-57.375
2020,Kullorsuaq,2021-06-18,last,321,78.5,NN005,74.6875,-56.875
2020,Kullorsuaq,2021-06-18,last,321,245.5,NN004,74.6875,-57.125
2020,Naajaat,2021-01-25,first,177,98.5,MX009,73.0625,-55.875
2020,Naajaat,2021-05-14,last,286,309.5,MZ009,73.1875,-55.875
2020,Niaqornat,2021-02-26,first,209,139.0,LX024,70.6875,-52.125
2020,Niaqornat,2021-03-30,last,241,44.0,LX024,70.6875,-52.125
2020,Nutaarmiut,2021-01-13,first,165,369.5,NN003,74.6875,-57.375
2020,Nutaarmiut,2021-06-09,last,312,248.0,ND009,73.5625,-55.875
2020,Nuuk,2021-03-16,first,227,715.5,LV028,70.5625,-51.125
2020,Nuuk,2021-03-28,last,239,527.0,LX028,70.6875,-51.125
2020,Oqaatsut,2021-02-20,first,203,41.7,LG031,69.1875,-50.375
2020,Oqaatsut,2021-03-01,last,212,182.47,LG031,69.1875,-50.375
2020,Paamiut,2021-03-03,first,214,69.3,HF035,61.9375,-49.375
2020,Paamiut,2021-03-03,last,214,69.3,HF035,61.9375,-49.375
2020,Qaanaaq,2020-12-21,first,142,157.5,PS395,77.4375,-69.375
2020,Qaanaaq,2021-05-31,last,303,152.5,PS397,77.4375,-68.875
2020,Qaanaaq,2021-05-31,last,303,666.0,PT407,77.5625,-66.375
2020,Qaarsut,2021-02-26,first,209,323.0,LX024,70.6875,-52.125
2020,Qaarsut,2021-04-09,last,251,1549.5,LV026,70.5625,-51.625
2020,Qaarsut,2021-04-09,last,251,322.5,LV025,70.5625,-51.875
2020,Qaarsut,2021-04-09,last,251,265.0,LX023,70.6875,-52.375
2020,Qaarsut,2021-04-09,last,251,368.0,LX026,70.6875,-51.625
2020,Qaarsut,2021-04-09,last,251,553.0,LV024,70.5625,-52.125
2020,Qeqertaq,2021-02-07,first,190,232.0,LP028,70.0625,-51.125
2020,Qeqertaq,2021-06-18,last,321,327.0,LN028,69.9375,-51.125
2020,Qeqertarsuaq,2021-02-05,first,188,302.5,LZ026,70.8125,-51.625
2020,Qeqertarsuaq,2021-06-20,last,323,4.0,LN029,69.9375,-50.875
2020,Qeqertat,2020-12-18,first,139,172.5,PT406,77.5625,-66.625
2020,Qeqertat,2021-06-07,last,310,565.0,PT407,77.5625,-66.375
2020,Saattut,2021-05-06,last,278,79.5,LZ026,70.8125,-51.625
2020,Saattut,2021-01-20,first,172,329.0,LZ027,70.8125,-51.375
2020,Saqqaq,2021-02-08,first,191,168.0,LP028,70.0625,-51.125
2020,Saqqaq,2021-03-28,last,239,212.0,LP028,70.0625,-51.125
2020,Saqqaq,2021-03-28,last,239,403.0,LT026,70.4375,-51.625
2020,Siorapaluk,2021-05-19,last,291,36.0,PS398,77.4375,-68.625
2020,Siorapaluk,2021-02-23,first,206,409.0,PS406,77.4375,-66.625
2020,Ukkusissat,2021-02-05,first,188,195.5,MB025,71.0625,-51.875
2020,Ukkusissat,2021-04-29,last,271,60.0,MB025,71.0625,-51.875
2020,Ukkusissat,2021-02-05,first,188,853.0,MA024,70.9375,-52.125
2020,Ukkusissat,2021-02-05,first,188,171.0,MA025,70.9375,-51.875
2020,Upernavik,2021-06-02,last,305,325.0,ND008,73.5625,-56.125
2020,Upernavik,2021-01-13,first,165,696.0,NG007,73.9375,-56.375
2020,Upernavik Kujalleq,2021-05-07,last,279,164.5,ND008,73.5625,-56.125
2020,Upernavik Kujalleq,2021-02-01,first,184,100.0,MM011,72.1875,-55.375
2020,Uummannaq,2021-05-05,last,277,118.0,LX024,70.6875,-52.125
2020,Uummannaq,2021-02-05,first,188,255.0,LZ027,70.8125,-51.375
2020,Uummannaq,2021-02-05,first,188,106.0,MA024,70.9375,-52.125
2021,Aasiaat,2022-02-27,first,210,143.0,LP028,70.0625,-51.125
2021,Aasiaat,2022-03-03,last,214,61.0,LP028,70.0625,-51.125
2021,Akunnaaq,2022-03-02,first,213,33.0,LD023,68.8125,-52.375
2021,Akunnaaq,2022-04-13,last,255,247.0,LD023,68.8125,-52.375
2021,Akunnaaq,2022-04-13,last,255,67.0,LD022,68.8125,-52.625
2021,Akunnaaq,2022-03-02,first,213,125.0,LE020,68.9375,-53.125
2021,Akunnaaq,2022-04-13,last,255,525.0,LD024,68.8125,-52.125
2021,Ikerasak,2022-05-23,last,295,176.5,LT027,70.4375,-51.375
2021,Ikerasak,2022-02-25,first,208,536.0,LV027,70.5625,-51.375
2021,Ikerasak,2022-05-23,last,295,55.0,LV027,70.5625,-51.375
2021,Ikerasak,2022-02-25,first,208,92.0,LV028,70.5625,-51.125
2021,Ikerasak,2022-02-25,first,208,608.5,LT028,70.4375,-51.125
2021,Ikerasak,2022-05-23,last,295,159.0,LT028,70.4375,-51.125
2021,Ilimanaq,2022-04-05,first,247,38.32,LF028,69.0625,-51.125
2021,Ilimanaq,2022-04-05,last,247,38.32,LF028,69.0625,-51.125
2021,Ilulissat,2022-01-28,first,180,419.39,LG030,69.1875,-50.625
2021,Ilulissat,2022-05-24,last,296,197.0,NH006,74.0625,-56.625
2021,Innaarsuit,2022-01-19,first,171,121.0,MZ009,73.1875,-55.875
2021,Innaarsuit,2022-05-31,last,303,482.5,MZ009,73.1875,-55.875
2021,Kangaatsiaq,2022-02-21,first,204,8.0,KV019,68.1875,-53.375
2021,Kangaatsiaq,2022-03-31,last,242,29.5,KV019,68.1875,-53.375
2021,Kangersuatsiaq,2022-01-25,first,177,66.5,MZ008,73.1875,-56.125
2021,Kangersuatsiaq,2022-05-29,last,301,188.0,MZ008,73.1875,-56.125
2021,Kullorsuaq,2022-05-12,last,284,222.5,NM003,74.5625,-57.375
2021,Kullorsuaq,2021-10-06,first,66,477.5,NG006,73.9375,-56.625
2021,Naajaat,2022-01-28,first,180,78.0,MZ010,73.1875,-55.625
2021,Naajaat,2022-06-28,last,331,135.5,LX023,70.6875,-52.375
2021,Niaqornat,2022-01-31,first,183,144.0,LZ026,70.8125,-51.625
2021,Niaqornat,2022-05-22,last,294,153.0,LX024,70.6875,-52.125
2021,Nutaarmiut,2022-05-24,last,296,3.5,ND008,73.5625,-56.125
2021,Nutaarmiut,2022-01-24,first,176,608.5,ND007,73.5625,-56.375
2021,Nuuk,2022-02-07,first,190,253.0,ND008,73.5625,-56.125
2021,Nuuk,2022-05-15,last,287,308.0,LZ029,70.8125,-50.875
2021,Qaanaaq,2022-06-27,last,330,20.0,PS395,77.4375,-69.375
2021,Qaanaaq,2021-12-06,first,127,68.0,PS394,77.4375,-69.625
2021,Qaarsut,2022-02-16,first,199,130.5,LZ026,70.8125,-51.625
2021,Qaarsut,2022-05-21,last,293,501.5,LX024,70.6875,-52.125
2021,Qaarsut,2022-05-21,last,293,239.5,LX023,70.6875,-52.375
2021,Qeqertaq,2022-05-04,last,276,117.5,LV027,70.5625,-51.375
2021,Qeqertaq,2022-02-14,first,197,176.0,LP028,70.0625,-51.125
2021,Qeqertarsuaq,2022-03-29,first,240,100.0,LH019,69.3125,-53.375
2021,Qeqertarsuaq,2022-04-13,last,255,42.0,LH018,69.3125,-53.625
2021,Qeqertat,2021-12-20,first,141,218.0,PT405,77.5625,-66.875
2021,Qeqertat,2022-06-20,last,323,148.5,PT407,77.5625,-66.375
2021,Saattut,2022-01-27,first,179,505.0,LZ026,70.8125,-51.625
2021,Saattut,2022-06-09,last,312,319.5,LZ026,70.8125,-51.625
2021,Saattut,2022-01-27,first,179,258.5,LZ027,70.8125,-51.375
2021,Saqqaq,2022-03-01,first,212,207.0,LP028,70.0625,-51.125
2021,Saqqaq,2022-05-20,last,292,84.0,MB026,71.0625,-51.625
2021,Sarfannguit,2022-04-04,first,246,470.0,KH021,66.9375,-52.875
2021,Sarfannguit,2022-05-12,last,284,144.5,KH021,66.9375,-52.875
2021,Siorapaluk,2022-05-16,last,288,142.0,PS395,77.4375,-69.375
2021,Siorapaluk,2022-03-21,first,232,345.5,PR397,77.3125,-68.875
2021,Ukkusissat,2022-02-20,first,203,139.5,MB026,71.0625,-51.625
2021,Ukkusissat,2022-02-20,first,203,293.0,MB025,71.0625,-51.875
2021,Ukkusissat,2022-06-02,last,305,29.0,MB025,71.0625,-51.875
2021,Upernavik,2022-06-03,last,306,180.0,NG007,73.9375,-56.375
2021,Upernavik,2022-01-20,first,172,443.5,NH006,74.0625,-56.625
2021,Upernavik Kujalleq,2022-05-23,last,295,61.0,MM011,72.1875,-55.375
2021,Upernavik Kujalleq,2022-05-23,last,295,26.0,MM010,72.1875,-55.625
2021,Upernavik Kujalleq,2021-10-18,first,78,141.0,MM012,72.1875,-55.125
2021,Uummannaq,2022-02-08,first,191,335.31,LG030,69.1875,-50.625
2021,Uummannaq,2022-06-07,last,310,491.0,LX024,70.6875,-52.125
2022,Aasiaat,2023-03-15,first,226,34.0,LB023,68.6875,-52.375
2022,Aasiaat,2023-03-20,last,231,14.0,LB023,68.6875,-52.375
2022,Akunnaaq,2023-03-03,first,214,109.0,LB023,68.6875,-52.375
2022,Akunnaaq,2023-03-20,last,231,811.0,LB023,68.6875,-52.375
2022,Akunnaaq,2023-03-03,first,214,69.0,LD023,68.8125,-52.375
2022,Iginniarfik,2023-05-19,first,291,275.0,KT025,68.0625,-51.875
2022,Iginniarfik,2023-05-19,last,291,275.0,KT025,68.0625,-51.875
2022,Ikamiut,2023-02-20,first,203,96.75,LB025,68.6875,-51.875
2022,Ikamiut,2023-03-28,last,239,274.02,LB025,68.6875,-51.875
2022,Ikamiut,2023-03-28,last,239,208.0,LB024,68.6875,-52.125
2022,Ikamiut,2023-02-20,first,203,14.75,LB026,68.6875,-51.625
2022,Ikamiut,2023-03-28,last,239,123.5,LA023,68.5625,-52.375
2022,Ikerasak,2023-01-12,first,164,149.0,LV027,70.5625,-51.375
2022,Ikerasak,2023-06-15,last,318,54.5,LV027,70.5625,-51.375
2022,Ilimanaq,2023-02-15,first,198,46.0,LG029,69.1875,-50.875
2022,Ilimanaq,2023-02-24,last,207,56.0,LG029,69.1875,-50.875
2022,Ilulissat,2023-07-27,last,360,292.2,LG028,69.1875,-51.125
2022,Ilulissat,2023-01-23,first,175,204.0,LG031,69.1875,-50.375
2022,Ilulissat,2023-01-23,first,175,122.0,LG032,69.1875,-50.125
2022,Innaarsuit,2022-11-25,first,116,84.0,MX009,73.0625,-55.875
2022,Innaarsuit,2023-06-12,last,315,4.0,MZ011,73.1875,-55.375
2022,Kangaatsiaq,2023-06-15,first,318,603.0,KV021,68.1875,-52.875
2022,Kangaatsiaq,2023-06-15,last,318,603.0,KV021,68.1875,-52.875
2022,Kangerlussuaq,2023-05-30,last,302,88.5,PT406,77.5625,-66.625
2022,Kangerlussuaq,2023-01-13,first,165,167.0,PS395,77.4375,-69.375
2022,Kangersuatsiaq,2023-01-05,first,157,78.5,MZ008,73.1875,-56.125
2022,Kangersuatsiaq,2023-04-28,last,270,110.5,NG007,73.9375,-56.375
2022,Kullorsuaq,2023-01-09,first,161,405.5,MN013,72.3125,-54.875
2022,Kullorsuaq,2023-01-09,first,161,208.5,NN006,74.6875,-56.625
2022,Kullorsuaq,2023-06-12,last,315,279.5,NN006,74.6875,-56.625
2022,Kullorsuaq,2023-01-09,first,161,187.5,NM003,74.5625,-57.375
2022,Kullorsuaq,2023-06-12,last,315,339.5,NM003,74.5625,-57.375
2022,Kullorsuaq,2023-06-12,last,315,185.5,NN004,74.6875,-57.125
2022,Kullorsuaq,2023-01-09,first,161,569.0,NN003,74.6875,-57.375
2022,Kullorsuaq,2023-06-12,last,315,87.5,NN003,74.6875,-57.375
2022,Kullorsuaq,2023-01-09,first,161,215.5,NM006,74.5625,-56.625
2022,Naajaat,2023-01-09,first,161,428.0,MZ009,73.1875,-55.875
2022,Naajaat,2023-05-26,last,298,202.0,MZ009,73.1875,-55.875
2022,Niaqornat,2023-02-15,first,198,67.0,LX024,70.6875,-52.125
2022,Niaqornat,2023-04-10,last,252,186.0,LX026,70.6875,-51.625
2022,Nutaarmiut,2023-04-22,last,264,286.5,ND008,73.5625,-56.125
2022,Nutaarmiut,2023-01-09,first,161,1139.5,ND007,73.5625,-56.375
2022,Nutaarmiut,2023-04-22,last,264,196.5,ND007,73.5625,-56.375
2022,Nuuk,2023-01-16,first,168,195.0,LX024,70.6875,-52.125
2022,Nuuk,2023-05-02,last,274,223.0,MB024,71.0625,-52.125
2022,Qaanaaq,2022-11-23,first,114,106.0,PS395,77.4375,-69.375
2022,Qaanaaq,2023-06-08,last,311,7.5,PS395,77.4375,-69.375
2022,Qaarsut,2023-05-02,last,274,103.0,LV027,70.5625,-51.375
2022,Qaarsut,2023-01-16,first,168,214.5,LX028,70.6875,-51.125
2022,Qasigiannguit,2023-03-17,first,228,125.0,LD028,68.8125,-51.125
2022,Qasigiannguit,2023-04-20,last,262,236.0,LD028,68.8125,-51.125
2022,Qeqertaq,2023-04-05,last,247,277.0,LP028,70.0625,-51.125
2022,Qeqertaq,2023-04-05,last,247,98.0,LN028,69.9375,-51.125
2022,Qeqertaq,2023-01-20,first,172,364.0,LN027,69.9375,-51.375
2022,Qeqertaq,2023-04-05,last,247,59.0,LN027,69.9375,-51.375
2022,Qeqertat,2023-06-19,last,322,66.0,PR396,77.3125,-69.125
2022,Qeqertat,2023-06-19,last,322,581.5,PT405,77.5625,-66.875
2022,Qeqertat,2023-01-06,first,158,279.0,PS405,77.4375,-66.875
2022,Saattut,2023-01-08,first,160,840.5,LZ026,70.8125,-51.625
2022,Saattut,2023-05-23,last,295,202.0,LZ026,70.8125,-51.625
2022,Saqqaq,2023-01-16,first,168,110.0,LX024,70.6875,-52.125
2022,Saqqaq,2023-04-04,last,246,94.6,LP027,70.0625,-51.375
2022,Sarfannguit,2023-04-17,first,259,299.5,KH021,66.9375,-52.875
2022,Sarfannguit,2023-04-24,last,266,269.5,KH021,66.9375,-52.875
2022,Savissivik,2023-06-02,last,305,34.0,PS395,77.4375,-69.375
2022,Savissivik,2023-04-21,first,263,94.0,PR406,77.3125,-66.625
2022,Siorapaluk,2023-02-14,first,197,98.5,PR396,77.3125,-69.125
2022,Siorapaluk,2023-03-20,last,231,261.5,PR397,77.3125,-68.875
2022,Ukkusissat,2023-01-15,first,167,370.0,MB025,71.0625,-51.875
2022,Ukkusissat,2023-01-15,first,167,117.5,MA024,70.9375,-52.125
2022,Ukkusissat,2023-06-30,last,333,461.0,MB024,71.0625,-52.125
2022,Upernavik,2023-01-09,first,161,120.5,NA008,73.3125,-56.125
2022,Upernavik,2023-05-22,last,294,108.5,NH005,74.0625,-56.875
2022,Upernavik Kujalleq,2023-01-23,first,175,142.0,MM011,72.1875,-55.375
2022,Upernavik Kujalleq,2023-05-23,last,295,9.5,MM011,72.1875,-55.375
2022,Uummannaq,2023-01-13,first,165,210.5,LX024,70.6875,-52.125
2022,Uummannaq,2023-05-17,last,289,101.5,LX026,70.6875,-51.625
